CASE_LIST_FILENAME	STAGING_FILENAME	META_STABLE_ID	META_CASE_LIST_CATEGORY	META_CANCER_STUDY_ID	META_CASE_LIST_NAME	META_CASE_LIST_DESCRIPTION
cases_all.txt	data_CNA.txt|data_cna.txt|data_RNA_Seq_mRNA_median_Zscores.txt|data_mrna_seq_rpkm_zscores_ref_diploid_samples.txt|data_RNA_Seq_v2_mRNA_median_Zscores.txt|data_mrna_seq_v2_rsem_zscores_ref_diploid_samples.txt|data_mRNA_median_Zscores.txt|data_mrna_agilent_microarray_zscores_ref_diploid_samples.txt|data_mutations_extended.txt|data_mutations_mskcc.txt|data_mutations.txt|data_mutations_uniprot.txt|data_methylation_hm27.txt|data_methylation_hm450.txt|data_methylation_genebodies_hmEPIC.txt|data_methylation_genebodies_hmepic.txt|data_methylation_promoters_hmEPIC.txt|data_methylation_promoters_hmepic.txt|data_methylation_genebodies_wgbs.txt|data_methylation_promoters_wgbs.txt|data_rppa.txt|data_fusions.txt|data_clinical.txt|data_bcr_clinical_data_sample.txt|data_clinical_sample.txt	<CANCER_STUDY>_all	all_cases_in_study	<CANCER_STUDY>	All samples	All samples (<NUM_CASES> samples)
cases_cna.txt	data_CNA.txt|data_cna.txt	<CANCER_STUDY>_cna	all_cases_with_cna_data	<CANCER_STUDY>	Samples with CNA data	Samples with CNA data (<NUM_CASES> samples)
cases_cnaseq.txt	data_CNA.txt&data_mutations_extended.txt	<CANCER_STUDY>_cnaseq	all_cases_with_mutation_and_cna_data	<CANCER_STUDY>	Samples with mutation and CNA data	Samples with mutation and CNA data (<NUM_CASES> samples)
cases_cnaseq.txt	data_cna.txt&data_mutations.txt	<CANCER_STUDY>_cnaseq	all_cases_with_mutation_and_cna_data	<CANCER_STUDY>	Samples with mutation and CNA data	Samples with mutation and CNA data (<NUM_CASES> samples)
cases_cnaseq.txt	data_CNA.txt&data_mutations_mskcc.txt	<CANCER_STUDY>_cnaseq	all_cases_with_mutation_and_cna_data	<CANCER_STUDY>	Samples with mutation and CNA data	Samples with mutation and CNA data (<NUM_CASES> samples)
cases_cnaseq.txt	data_CNA.txt&data_mutations_uniprot.txt	<CANCER_STUDY>_cnaseq	all_cases_with_mutation_and_cna_data	<CANCER_STUDY>	Samples with mutation and CNA data	Samples with mutation and CNA data (<NUM_CASES> samples)
cases_complete.txt	data_RNA_Seq_v2_mRNA_median_Zscores.txt&data_CNA.txt&data_mutations_extended.txt	<CANCER_STUDY>_3way_complete	all_cases_with_mutation_and_cna_and_mrna_data	<CANCER_STUDY>	Complete samples	Samples with mutation, CNA and expression data (<NUM_CASES> samples)
cases_complete.txt	data_mrna_seq_v2_rsem_zscores_ref_diploid_samples.txt&data_cna.txt&data_mutations.txt	<CANCER_STUDY>_3way_complete	all_cases_with_mutation_and_cna_and_mrna_data	<CANCER_STUDY>	Complete samples	Samples with mutation, CNA and expression data (<NUM_CASES> samples)
cases_complete.txt	data_RNA_Seq_expression_median.txt&data_CNA.txt&data_mutations_extended.txt	<CANCER_STUDY>_3way_complete	all_cases_with_mutation_and_cna_and_mrna_data	<CANCER_STUDY>	Complete samples	Samples with mutation, CNA and expression data (<NUM_CASES> samples)
cases_complete.txt	data_mrna_seq_rpkm.txt&data_cna.txt&data_mutations.txt	<CANCER_STUDY>_3way_complete	all_cases_with_mutation_and_cna_and_mrna_data	<CANCER_STUDY>	Complete samples	Samples with mutation, CNA and expression data (<NUM_CASES> samples)
cases_complete.txt	data_mRNA_median_Zscores.txt&data_CNA.txt&data_mutations_extended.txt	<CANCER_STUDY>_3way_complete	all_cases_with_mutation_and_cna_and_mrna_data	<CANCER_STUDY>	Complete samples	Samples with mutation, CNA and expression data (<NUM_CASES> samples)
cases_complete.txt	data_mrna_agilent_microarray_zscores_ref_diploid_samples.txt&data_cna.txt&data_mutations.txt	<CANCER_STUDY>_3way_complete	all_cases_with_mutation_and_cna_and_mrna_data	<CANCER_STUDY>	Complete samples	Samples with mutation, CNA and expression data (<NUM_CASES> samples)
cases_complete.txt	data_expression_Zscores.txt&data_CNA.txt&data_mutations_extended.txt	<CANCER_STUDY>_3way_complete	all_cases_with_mutation_and_cna_and_mrna_data	<CANCER_STUDY>	Complete samples	Samples with mutation, CNA and expression data (<NUM_CASES> samples)
cases_complete.txt	data_mrna_affymetrix_microarray_zscores_ref_diploid_samples.txt&data_cna.txt&data_mutations.txt	<CANCER_STUDY>_3way_complete	all_cases_with_mutation_and_cna_and_mrna_data	<CANCER_STUDY>	Complete samples	Samples with mutation, CNA and expression data (<NUM_CASES> samples)
cases_log2CNA.txt	data_log2CNA.txt|data_log2_cna.txt	<CANCER_STUDY>_log2CNA	all_cases_with_log2_cna_data	<CANCER_STUDY>	Samples with log2 copy-number data	Samples with log2 copy-number data (<NUM_CASES> samples)
cases_methylation_hm27.txt	data_methylation_hm27.txt	<CANCER_STUDY>_methylation_hm27	all_cases_with_methylation_data	<CANCER_STUDY>	Samples with methylation data (HM27)	Samples with methylation (HM27) data (<NUM_CASES> samples)
cases_methylation_hm450.txt	data_methylation_hm450.txt	<CANCER_STUDY>_methylation_hm450	all_cases_with_methylation_data	<CANCER_STUDY>	Samples with methylation data (HM450)	Samples with methylation (HM450) data (<NUM_CASES> samples)
cases_methylation_promoters_hmEPIC.txt	data_methylation_promoters_hmEPIC.txt|data_methylation_promoters_hmepic.txt	<CANCER_STUDY>_methylation_promoters_hmEPIC	all_cases_with_methylation_data	<CANCER_STUDY>	Tumor samples with methylation data (Promoters, hmEPIC)	All samples with methylation (Promoters, hmEPIC) data (<NUM_CASES> samples)
cases_methylation_genebodies_hmEPIC.txt	data_methylation_genebodies_hmEPIC.txt|data_methylation_genebodies_hmepic.txt	<CANCER_STUDY>_methylation_genebodies_hmEPIC	all_cases_with_methylation_data	<CANCER_STUDY>	Tumor samples with methylation data (Gene Bodies, hmEPIC)	All samples with methylation (Gene Bodies, hmEPIC) data (<NUM_CASES> samples)
cases_methylation_promoters_wgbs.txt	data_methylation_promoters_wgbs.txt	<CANCER_STUDY>_methylation_promoters_wgbs	all_cases_with_methylation_data	<CANCER_STUDY>	Tumor samples with methylation data (Promoters, WGBS)	All samples with methylation (Promoters, WGBS) data (<NUM_CASES> samples)
cases_methylation_genebodies_wgbs.txt	data_methylation_genebodies_wgbs.txt	<CANCER_STUDY>_methylation_genebodies_wgbs	all_cases_with_methylation_data	<CANCER_STUDY>	Tumor samples with methylation data (Gene Bodies, WGBS)	All samples with methylation (Gene Bodies, WGBS) data (<NUM_CASES> samples)
cases_methylation_all.txt	data_methylation_hm27.txt|data_methylation_hm450.txt|data_methylation_promoters_hmEPIC.txt|data_methylation_promoters_hmepic.txt|data_methylation_genebodies_hmEPIC.txt|data_methylation_genebodies_hmepic.txt|data_methylation_promoters_wgbs.txt|data_methylation_genebodies_wgbs.txt	<CANCER_STUDY>_methylation_all	all_cases_with_methylation_data	<CANCER_STUDY>	Samples with methylation data	Samples with methylation data (<NUM_CASES> samples)
cases_miRNA.txt	data_miRNA_median_Zscores.txt|data_mirna_zscores.txt	<CANCER_STUDY>_microrna	all_cases_with_microrna_data	<CANCER_STUDY>	Samples with microRNA data (microRNA-Seq)	Samples with microRNA data (<NUM_CASES> samples)
cases_mRNA_U133.txt	data_expression_Zscores.txt|data_mrna_affymetrix_microarray_zscores_ref_diploid_samples.txt	<CANCER_STUDY>_mrna_U133	all_cases_with_mrna_array_data	<CANCER_STUDY>	Samples with mRNA data (U133 microarray only)	Samples with mRNA expression data (<NUM_CASES> samples)
cases_mRNA.txt	data_mRNA_median_Zscores.txt|data_mrna_agilent_microarray_zscores_ref_diploid_samples.txt	<CANCER_STUDY>_mrna	all_cases_with_mrna_array_data	<CANCER_STUDY>	Samples with mRNA data (Agilent microarray)	Samples with mRNA expression data (<NUM_CASES> samples)
cases_RNA_Seq_mRNA.txt	data_RNA_Seq_expression_median.txt|data_mrna_seq_rpkm.txt	<CANCER_STUDY>_rna_seq_mrna	all_cases_with_mrna_rnaseq_data	<CANCER_STUDY>	Samples with mRNA data (RNA Seq)	Samples with mRNA expression data (<NUM_CASES> samples)
cases_RNA_Seq_v2_mRNA.txt	data_RNA_Seq_v2_mRNA_median_Zscores.txt|data_mrna_seq_v2_rsem_zscores_ref_diploid_samples.txt	<CANCER_STUDY>_rna_seq_v2_mrna	all_cases_with_mrna_rnaseq_data	<CANCER_STUDY>	Samples with mRNA data (RNA Seq V2)	Samples with mRNA expression data (<NUM_CASES> samples)
cases_rppa.txt	data_rppa.txt	<CANCER_STUDY>_rppa	all_cases_with_rppa_data	<CANCER_STUDY>	Samples with protein data (RPPA)	Samples with protein data (RPPA) (<NUM_CASES> samples)
cases_sequenced.txt	data_mutations_extended.txt|data_mutations.txt|data_fusions.txt|data_mutations_mskcc.txt|data_mutations_uniprot.txt	<CANCER_STUDY>_sequenced	all_cases_with_mutation_data	<CANCER_STUDY>	Samples with mutation data	Samples with mutation data (<NUM_CASES> samples)
cases_protein_quantification.txt	data_protein_quantification.txt	<CANCER_STUDY>_protein_quantification	other	<CANCER_STUDY>	Samples with protein data (Mass Spec)	Samples with protein data (Mass Spec) (<NUM_CASES> samples)
cases_GSVA.txt	data_gsva_scores.txt|data_gsva_pvalues.txt	<CANCER_STUDY>_gsva_scores	all_cases_with_gsva_data	<CANCER_STUDY>	Samples with GSVA data	All samples with GSVA data
cases_microbiome.txt	data_microbiome.txt	<CANCER_STUDY>_microbiome	other	<CANCER_STUDY>	Samples with microbiome data	All samples with microbiome data (<NUM_CASES> samples)
cases_fpkm_capture.txt	data_mRNA_seq_fpkm_capture.txt|data_mrna_seq_fpkm_capture.txt	<CANCER_STUDY>_capture	all_cases_with_mrna_rnaseq_data	<CANCER_STUDY>	Capture Assay Samples	All Capture Assay Samples
cases_fpkm_polya.txt	data_mRNA_seq_fpkm_polya.txt|data_mrna_seq_fpkm_polya.txt	<CANCER_STUDY>_polya	all_cases_with_mrna_array_data	<CANCER_STUDY>	PolyA Assay Samples	All PolyA Assay Samples
cases_phosphoprotein_quantification.txt	data_phosphoprotein_quantification.txt	<CANCER_STUDY>_phosphoprotein_quantification	other	<CANCER_STUDY>	Samples with phosphoprotein quantification data (mass spectrometry by CPTAC)	Tumor samples with phosphoprotein quantification data (<NUM_CASES> samples)
cases_sv.txt	data_sv.txt	<CANCER_STUDY>_sv	all_cases_with_sv_data	<CANCER_STUDY>	Samples with SV data	All samples with SV data (<NUM_CASES> samples)
